region,year,chinook_salmon,sockeye_salmon,coho_salmon,pink_salmon,chum_salmon,source,total_salmon,observation_id,source_cor,mgmt_area,area_class,lon,lat
KSK,1940,0,0,1,0,0,regional,1,965,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1940,0,0,1,0,0,local,1,965,local,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1940,18,0,0,0,0,local,18,966,local,Yukon Management Area,mgmtArea,-164,62
YUK,1940,18,0,0,0,0,individual,18,966,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1940,18,0,0,0,0,regional,18,966,regional,Yukon Management Area,mgmtArea,-164,62
KTZ,1940,0,0,0,0,0,regional,0,967,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1940,0,0,0,0,0,individual,0,968,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1940,0,0,0,0,0,regional,0,968,regional,Aleutian Islands Subarea,subarea,-170,53
BRB,1939,33,13332,0,0,935,local,14300,969,local,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1939,33,13332,0,0,935,individual,14300,969,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1939,33,13332,0,0,935,regional,14300,969,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1939,53,2335,163,319,232,individual,3102,970,individual,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1939,17,1882,99,6005,1441,local,9444,971,local,South Peninsula Subarea,subarea,-162,54.5
KOD,1939,2,1786,112,11741,642,regional,14283,972,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
CHG,1939,2,1482,9,273,79,local,1845,973,local,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1939,2,1482,9,273,79,regional,1845,973,regional,Chignik Management Area,mgmtArea,-158.5,56.3
SSE,1939,152,1098,714,17453,1843,local,21260,974,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1939,152,1098,714,17453,1843,individual,21260,974,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
NSE,1939,493,1063,324,6228,1545,regional,9653,975,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1939,493,1063,324,6228,1545,individual,9653,975,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1939,493,1063,324,6228,1545,local,9653,975,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NOP,1939,4,746,0,0,82,local,832,976,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1939,4,746,0,0,82,regional,832,976,regional,NorthPeninsual Subarea,subarea,-159,56.5
COP,1939,9,634,7,3,0,regional,653,977,regional,Copper River Subarea,subarea,-145,60.5
YAK,1939,7,326,84,41,0,regional,458,978,regional,Yakutat,mgmtArea,-140,59.5
YAK,1939,7,326,84,41,0,individual,458,978,individual,Yakutat,mgmtArea,-140,59.5
YAK,1939,7,326,84,41,0,local,458,978,local,Yakutat,mgmtArea,-140,59.5
PWS,1939,2,121,36,2075,273,local,2507,979,local,Prince William Sound Subarea,subarea,-148,60.8
GSE,1939,0,0,0,0,0,local,0,980,local,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
BER,1939,0,0,0,0,0,individual,0,981,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1939,0,0,0,0,0,regional,0,981,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
KSK,1939,0,0,0,0,0,individual,0,982,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1939,0,0,0,0,0,local,0,982,local,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1939,0,0,0,0,0,regional,0,982,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1939,10,0,0,0,0,individual,10,983,individual,Yukon Management Area,mgmtArea,-164,62
KTZ,1939,0,0,0,0,0,individual,0,984,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1939,0,0,0,0,0,regional,0,984,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1939,0,0,0,0,0,regional,0,985,regional,Aleutian Islands Subarea,subarea,-170,53
BRB,1938,46,24700,5,0,545,regional,25296,986,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1938,58,2425,214,849,191,regional,3737,987,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1938,58,2425,214,849,191,local,3737,987,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1938,58,2425,214,849,191,individual,3737,987,individual,Cook Inlet Management Area,mgmtArea,-151,60
KOD,1938,1,1966,155,8398,640,regional,11160,988,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1938,1,1966,155,8398,640,individual,11160,988,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
NSE,1938,265,1089,640,9953,1740,individual,13687,989,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1938,265,1089,640,9953,1740,regional,13687,989,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1938,265,1089,640,9953,1740,local,13687,989,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
SSE,1938,485,1072,1359,20207,2815,local,25938,990,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1938,485,1072,1359,20207,2815,individual,25938,990,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
NOP,1938,6,1010,0,0,35,local,1051,991,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1938,6,1010,0,0,35,regional,1051,991,regional,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1938,6,772,221,7169,1477,local,9645,992,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1938,6,772,221,7169,1477,individual,9645,992,individual,South Peninsula Subarea,subarea,-162,54.5
COP,1938,11,768,0,2,0,local,781,993,local,Copper River Subarea,subarea,-145,60.5
COP,1938,11,768,0,2,0,individual,781,993,individual,Copper River Subarea,subarea,-145,60.5
COP,1938,11,768,0,2,0,regional,781,993,regional,Copper River Subarea,subarea,-145,60.5
CHG,1938,1,411,24,223,71,regional,730,994,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1938,1,411,24,223,71,local,730,994,local,Chignik Management Area,mgmtArea,-158.5,56.3
YAK,1938,7,375,201,129,1,local,713,995,local,Yakutat,mgmtArea,-140,59.5
YAK,1938,7,375,201,129,1,individual,713,995,individual,Yakutat,mgmtArea,-140,59.5
YAK,1938,7,375,201,129,1,regional,713,995,regional,Yakutat,mgmtArea,-140,59.5
PWS,1938,1,116,53,7546,250,individual,7966,996,individual,Prince William Sound Subarea,subarea,-148,60.8
GSE,1938,NA,NA,NA,NA,NA,individual,0,997,individual,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
GSE,1938,NA,NA,NA,NA,NA,local,0,997,local,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
BER,1938,NA,NA,NA,NA,NA,local,0,998,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
KSK,1938,NA,NA,NA,NA,NA,regional,0,999,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1938,NA,NA,NA,NA,NA,local,0,1000,local,Yukon Management Area,mgmtArea,-164,62
YUK,1938,NA,NA,NA,NA,NA,regional,0,1000,regional,Yukon Management Area,mgmtArea,-164,62
KTZ,1938,NA,NA,NA,NA,NA,local,0,1001,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1938,NA,NA,NA,NA,NA,individual,0,1001,individual,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1938,NA,NA,NA,NA,NA,individual,0,1002,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1938,NA,NA,NA,NA,NA,regional,0,1002,regional,Aleutian Islands Subarea,subarea,-170,53
BRB,1937,NA,NA,NA,NA,NA,local,0,1003,local,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1937,NA,NA,NA,NA,NA,regional,0,1003,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1937,NA,NA,NA,NA,NA,individual,0,1003,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
KOD,1937,1,1881,165,16787,346,regional,19180,1004,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1937,1,1881,165,16787,346,individual,19180,1004,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
CKI,1937,86,1581,216,488,149,local,2520,1005,local,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1937,9,1558,74,9302,1507,local,12450,1006,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1937,9,1558,74,9302,1507,individual,12450,1006,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1937,9,1558,74,9302,1507,regional,12450,1006,regional,South Peninsula Subarea,subarea,-162,54.5
SSE,1937,609,1056,867,20988,3042,local,26562,1007,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1937,609,1056,867,20988,3042,individual,26562,1007,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1937,609,1056,867,20988,3042,regional,26562,1007,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1937,14,1024,46,2,0,regional,1086,1008,regional,Copper River Subarea,subarea,-145,60.5
COP,1937,14,1024,46,2,0,local,1086,1008,local,Copper River Subarea,subarea,-145,60.5
COP,1937,14,1024,46,2,0,individual,1086,1008,individual,Copper River Subarea,subarea,-145,60.5
NSE,1937,263,903,356,14051,2509,individual,18082,1009,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1937,263,903,356,14051,2509,local,18082,1009,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NOP,1937,2,861,0,0,66,individual,929,1010,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1937,2,861,0,0,66,local,929,1010,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1937,2,861,0,0,66,regional,929,1010,regional,NorthPeninsual Subarea,subarea,-159,56.5
CHG,1937,1,629,19,1205,123,regional,1977,1011,regional,Chignik Management Area,mgmtArea,-158.5,56.3
YAK,1937,7,228,178,127,4,individual,544,1012,individual,Yakutat,mgmtArea,-140,59.5
YAK,1937,7,228,178,127,4,local,544,1012,local,Yakutat,mgmtArea,-140,59.5
PWS,1937,2,108,60,3332,227,regional,3729,1013,regional,Prince William Sound Subarea,subarea,-148,60.8
BER,1937,0,29,0,0,0,individual,29,1014,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
GSE,1937,0,0,0,0,0,regional,0,1015,regional,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
GSE,1937,0,0,0,0,0,individual,0,1015,individual,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
GSE,1937,0,0,0,0,0,local,0,1015,local,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
KSK,1937,0,0,0,0,0,individual,0,1016,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1937,6,0,0,0,0,local,6,1017,local,Yukon Management Area,mgmtArea,-164,62
YUK,1937,6,0,0,0,0,regional,6,1017,regional,Yukon Management Area,mgmtArea,-164,62
YUK,1937,6,0,0,0,0,individual,6,1017,individual,Yukon Management Area,mgmtArea,-164,62
KTZ,1937,0,0,0,0,0,regional,0,1018,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1937,0,0,0,0,0,individual,0,1019,individual,Aleutian Islands Subarea,subarea,-170,53
BRB,1936,22,20587,24,524,259,individual,21416,1020,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1936,22,20587,24,524,259,local,21416,1020,local,Bristol Bay Management Area,mgmtArea,-158,58.5
SOP,1936,14,3663,285,9471,2311,local,15744,1021,local,South Peninsula Subarea,subarea,-162,54.5
KOD,1936,3,2657,184,5648,328,individual,8820,1022,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
CKI,1936,81,2390,328,853,265,local,3917,1023,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1936,81,2390,328,853,265,individual,3917,1023,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1936,81,2390,328,853,265,regional,3917,1023,regional,Cook Inlet Management Area,mgmtArea,-151,60
SSE,1936,399,1215,1094,37428,3726,regional,43862,1024,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1936,399,1215,1094,37428,3726,individual,43862,1024,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1936,399,1215,1094,37428,3726,local,43862,1024,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
CHG,1936,1,981,40,597,114,regional,1733,1025,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1936,1,981,40,597,114,individual,1733,1025,individual,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1936,1,981,40,597,114,local,1733,1025,local,Chignik Management Area,mgmtArea,-158.5,56.3
NSE,1936,278,940,499,13150,3878,regional,18745,1026,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
COP,1936,11,863,0,0,0,regional,874,1027,regional,Copper River Subarea,subarea,-145,60.5
COP,1936,11,863,0,0,0,local,874,1027,local,Copper River Subarea,subarea,-145,60.5
NOP,1936,1,611,0,3,19,individual,634,1028,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1936,1,611,0,3,19,local,634,1028,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1936,1,611,0,3,19,regional,634,1028,regional,NorthPeninsual Subarea,subarea,-159,56.5
YAK,1936,4,248,207,169,1,individual,629,1029,individual,Yakutat,mgmtArea,-140,59.5
YAK,1936,4,248,207,169,1,regional,629,1029,regional,Yakutat,mgmtArea,-140,59.5
YAK,1936,4,248,207,169,1,local,629,1029,local,Yakutat,mgmtArea,-140,59.5
PWS,1936,3,153,44,9581,219,local,10000,1030,local,Prince William Sound Subarea,subarea,-148,60.8
PWS,1936,3,153,44,9581,219,regional,10000,1030,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1936,3,153,44,9581,219,individual,10000,1030,individual,Prince William Sound Subarea,subarea,-148,60.8
BER,1936,0,50,0,0,0,individual,50,1031,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
GSE,1936,0,0,0,0,0,local,0,1032,local,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
KSK,1936,1,0,0,0,0,local,1,1033,local,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1936,21,0,0,0,0,individual,21,1034,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1936,21,0,0,0,0,local,21,1034,local,Yukon Management Area,mgmtArea,-164,62
KTZ,1936,0,0,0,0,0,local,0,1035,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1936,0,0,0,0,0,regional,0,1035,regional,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1936,0,0,0,0,0,individual,0,1035,individual,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1936,0,0,0,0,0,individual,0,1036,individual,Aleutian Islands Subarea,subarea,-170,53
BRB,1935,4,3023,2,0,72,individual,3101,1037,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1935,4,3023,2,0,72,local,3101,1037,local,Bristol Bay Management Area,mgmtArea,-158,58.5
KOD,1935,1,1614,77,10781,382,individual,12855,1038,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1935,1,1614,77,10781,382,local,12855,1038,local,Kodiak Management Area,mgmtArea,-152.5,57.5
CKI,1935,75,1356,170,431,161,local,2193,1039,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1935,75,1356,170,431,161,regional,2193,1039,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1935,75,1356,170,431,161,individual,2193,1039,individual,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1935,14,978,117,5386,2003,regional,8498,1040,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1935,14,978,117,5386,2003,individual,8498,1040,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1935,14,978,117,5386,2003,local,8498,1040,local,South Peninsula Subarea,subarea,-162,54.5
NSE,1935,597,751,416,7178,2165,individual,11107,1041,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1935,597,751,416,7178,2165,regional,11107,1041,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1935,597,751,416,7178,2165,local,11107,1041,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
SSE,1935,36,736,1198,22982,2917,individual,27869,1042,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
CHG,1935,1,619,18,373,191,local,1202,1043,local,Chignik Management Area,mgmtArea,-158.5,56.3
NOP,1935,1,479,0,0,34,individual,514,1044,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1935,1,479,0,0,34,local,514,1044,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1935,1,479,0,0,34,regional,514,1044,regional,NorthPeninsual Subarea,subarea,-159,56.5
YAK,1935,8,407,146,88,2,individual,651,1045,individual,Yakutat,mgmtArea,-140,59.5
YAK,1935,8,407,146,88,2,local,651,1045,local,Yakutat,mgmtArea,-140,59.5
PWS,1935,3,175,34,2618,471,individual,3301,1046,individual,Prince William Sound Subarea,subarea,-148,60.8
COP,1935,3,112,80,0,0,loccal,195,1047,local,Copper River Subarea,subarea,-145,60.5
COP,1935,3,112,80,0,0,regional,195,1047,regional,Copper River Subarea,subarea,-145,60.5
GSE,1935,0,0,0,0,0,individual,0,1048,individual,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
BER,1935,0,0,0,0,0,regional,0,1049,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
KSK,1935,6,0,8,0,0,local,14,1050,local,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1935,7,0,0,0,0,local,7,1051,local,Yukon Management Area,mgmtArea,-164,62
YUK,1935,7,0,0,0,0,individual,7,1051,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1935,7,0,0,0,0,regional,7,1051,regional,Yukon Management Area,mgmtArea,-164,62
KTZ,1935,0,0,0,0,0,regional,0,1052,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1935,0,0,0,0,0,individual,0,1053,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1935,0,0,0,0,0,regional,0,1053,regional,Aleutian Islands Subarea,subarea,-170,53
ALU,1935,0,0,0,0,0,local,0,1053,local,Aleutian Islands Subarea,subarea,-170,53
BRB,1934,46,20601,12,33,332,local,21024,1054,local,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1934,46,20601,12,33,332,regional,21024,1054,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
KOD,1934,1,1829,90,7642,661,local,10223,1055,local,Kodiak Management Area,mgmtArea,-152.5,57.5
CKI,1934,72,1815,251,930,91,regional,3159,1056,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1934,72,1815,251,930,91,local,3159,1056,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1934,72,1815,251,930,91,individual,3159,1056,individual,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1934,18,1372,247,6539,1940,individual,10116,1057,individual,South Peninsula Subarea,subarea,-162,54.5
CHG,1934,1,1108,27,537,134,regional,1807,1058,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1934,1,1108,27,537,134,individual,1807,1058,individual,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1934,1,1108,27,537,134,local,1807,1058,local,Chignik Management Area,mgmtArea,-158.5,56.3
NOP,1934,2,1091,0,0,13,individual,1106,1059,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1934,2,1091,0,0,13,local,1106,1059,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1934,2,1091,0,0,13,regional,1106,1059,regional,NorthPeninsual Subarea,subarea,-159,56.5
COP,1934,13,914,0,3,0,regional,930,1060,regional,Copper River Subarea,subarea,-145,60.5
COP,1934,13,914,0,3,0,individual,930,1060,individual,Copper River Subarea,subarea,-145,60.5
SSE,1934,200,456,1076,35204,1068,regional,38004,1061,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
NSE,1934,121,431,643,15016,2734,regional,18945,1062,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1934,121,431,643,15016,2734,local,18945,1062,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1934,121,431,643,15016,2734,individual,18945,1062,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
YAK,1934,18,355,238,108,3,local,722,1063,local,Yakutat,mgmtArea,-140,59.5
YAK,1934,18,355,238,108,3,regional,722,1063,regional,Yakutat,mgmtArea,-140,59.5
PWS,1934,4,144,100,6789,261,individual,7298,1064,individual,Prince William Sound Subarea,subarea,-148,60.8
PWS,1934,4,144,100,6789,261,local,7298,1064,local,Prince William Sound Subarea,subarea,-148,60.8
BER,1934,0,78,0,0,0,regional,78,1065,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1934,0,78,0,0,0,individual,78,1065,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1934,0,78,0,0,0,local,78,1065,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
GSE,1934,0,0,0,0,0,individual,0,1066,individual,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
GSE,1934,0,0,0,0,0,local,0,1066,local,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
GSE,1934,0,0,0,0,0,regional,0,1066,regional,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
KSK,1934,0,0,0,0,0,individual,0,1067,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1934,0,0,0,0,0,local,0,1067,local,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1934,25,0,0,0,0,regional,25,1068,regional,Yukon Management Area,mgmtArea,-164,62
YUK,1934,25,0,0,0,0,local,25,1068,local,Yukon Management Area,mgmtArea,-164,62
YUK,1934,25,0,0,0,0,individual,25,1068,individual,Yukon Management Area,mgmtArea,-164,62
KTZ,1934,0,0,0,0,0,individual,0,1069,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1934,0,0,0,0,0,regional,0,1069,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1934,0,0,0,0,0,local,0,1070,local,Aleutian Islands Subarea,subarea,-170,53
BRB,1933,49,23709,16,0,256,individual,24030,1071,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1933,49,23709,16,0,256,regional,24030,1071,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1933,49,23709,16,0,256,local,24030,1071,local,Bristol Bay Management Area,mgmtArea,-158,58.5
SOP,1933,13,1997,190,3109,1174,regional,6483,1072,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1933,13,1997,190,3109,1174,individual,6483,1072,individual,South Peninsula Subarea,subarea,-162,54.5
KOD,1933,1,1428,91,6574,537,individual,8631,1073,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
CKI,1933,59,1336,188,118,57,individual,1758,1074,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1933,59,1336,188,118,57,local,1758,1074,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1933,59,1336,188,118,57,regional,1758,1074,regional,Cook Inlet Management Area,mgmtArea,-151,60
COP,1933,19,629,96,0,0,local,744,1075,local,Copper River Subarea,subarea,-145,60.5
COP,1933,19,629,96,0,0,individual,744,1075,individual,Copper River Subarea,subarea,-145,60.5
COP,1933,19,629,96,0,0,regional,744,1075,regional,Copper River Subarea,subarea,-145,60.5
CHG,1933,1,596,53,325,120,local,1095,1076,local,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1933,1,596,53,325,120,individual,1095,1076,individual,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1933,1,596,53,325,120,regional,1095,1076,regional,Chignik Management Area,mgmtArea,-158.5,56.3
NSE,1933,73,441,398,10420,2895,local,14227,1077,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
SSE,1933,341,412,692,15245,1650,individual,18340,1078,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1933,341,412,692,15245,1650,local,18340,1078,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1933,341,412,692,15245,1650,regional,18340,1078,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
NOP,1933,1,350,0,0,16,regional,367,1079,regional,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1933,1,350,0,0,16,local,367,1079,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1933,1,350,0,0,16,individual,367,1079,individual,NorthPeninsual Subarea,subarea,-159,56.5
YAK,1933,13,157,133,118,3,local,424,1080,local,Yakutat,mgmtArea,-140,59.5
PWS,1933,4,107,76,3030,286,individual,3503,1081,individual,Prince William Sound Subarea,subarea,-148,60.8
PWS,1933,4,107,76,3030,286,regional,3503,1081,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1933,4,107,76,3030,286,local,3503,1081,local,Prince William Sound Subarea,subarea,-148,60.8
BER,1933,0,20,0,0,0,local,20,1082,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1933,0,20,0,0,0,regional,20,1082,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1933,0,20,0,0,0,individual,20,1082,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
GSE,1933,0,0,0,0,0,individual,0,1083,individual,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
GSE,1933,0,0,0,0,0,regional,0,1083,regional,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
GSE,1933,0,0,0,0,0,local,0,1083,local,Unallocated Southeast Alaska,mgmtArea,-133.5,56.5
KSK,1933,0,0,0,0,0,local,0,1084,local,Kuskokwim Management Area,mgmtArea,-161.5,60
YUK,1933,9,0,0,0,0,local,9,1085,local,Yukon Management Area,mgmtArea,-164,62
YUK,1933,9,0,0,0,0,regional,9,1085,regional,Yukon Management Area,mgmtArea,-164,62
KTZ,1933,0,0,0,0,0,regional,0,1086,regional,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1933,0,0,0,0,0,local,0,1086,local,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1933,0,0,0,0,0,regional,0,1087,regional,Aleutian Islands Subarea,subarea,-170,53
BRB,1932,68,14940,5,172,909,individual,16094,1088,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
SOP,1932,17,2977,112,3605,817,regional,7528,1089,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1932,17,2977,112,3605,817,individual,7528,1089,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1932,17,2977,112,3605,817,local,7528,1089,local,South Peninsula Subarea,subarea,-162,54.5
CHG,1932,1,1578,25,812,50,regional,2466,1090,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CKI,1932,71,1132,375,441,65,regional,2084,1091,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1932,71,1132,375,441,65,individual,2084,1091,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1932,71,1132,375,441,65,local,2084,1091,local,Cook Inlet Management Area,mgmtArea,-151,60
KOD,1932,2,1058,52,4720,237,individual,6069,1092,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1932,2,1058,52,4720,237,regional,6069,1092,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1932,2,1058,52,4720,237,local,6069,1092,local,Kodiak Management Area,mgmtArea,-152.5,57.5
NSE,1932,312,1026,906,7822,2870,individual,12936,1093,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1932,312,1026,906,7822,2870,regional,12936,1093,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
